Age,Gender,Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Churn
63,Female,68,59.65,Month-to-Month,No,No,Mailed Check,No
52,Female,27,107.77,Month-to-Month,Fiber Optic,No,Credit Card,Yes
42,Female,50,115.93,One Year,DSL,No,Bank Transfer,Yes
21,Female,2,62.59,One Year,Fiber Optic,Yes,Mailed Check,Yes
53,Male,7,36.69,Month-to-Month,No,No,Mailed Check,Yes
50,Female,53,27.14,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
30,Male,41,88.15,Month-to-Month,DSL,No,Mailed Check,Yes
49,Male,32,44.13,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
44,Female,1,70.16,One Year,Fiber Optic,Yes,Bank Transfer,No
69,Female,35,78.5,Month-to-Month,DSL,Yes,Credit Card,No
49,Male,17,20.96,Month-to-Month,DSL,No,Mailed Check,Yes
56,Female,70,12.13,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
61,Female,5,72.35,Month-to-Month,DSL,Yes,Electronic Check,No
60,Male,4,109.77,One Year,No,No,Electronic Check,No
63,Female,23,68.2,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
51,Female,15,35.42,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
41,Male,2,84.49,Month-to-Month,No,No,Bank Transfer,Yes
31,Male,63,15.07,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
27,Male,56,117.76,Two Year,DSL,No,Mailed Check,No
45,Female,23,68.39,One Year,DSL,No,Mailed Check,No
73,Female,18,88.07,Month-to-Month,DSL,No,Bank Transfer,Yes
58,Female,41,101.25,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
49,Female,17,27.89,One Year,Fiber Optic,Yes,Bank Transfer,Yes
68,Male,71,40.25,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
54,Male,67,32.98,Two Year,No,No,Bank Transfer,No
72,Female,41,34.61,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
20,Female,3,92.39,Month-to-Month,Fiber Optic,No,Credit Card,Yes
24,Male,25,61.84,Two Year,DSL,No,Bank Transfer,Yes
72,Male,6,93.92,One Year,Fiber Optic,No,Electronic Check,Yes
47,Male,52,70.68,Month-to-Month,DSL,No,Bank Transfer,No
54,Female,63,20.81,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
33,Male,56,72.59,Two Year,Fiber Optic,No,Bank Transfer,No
28,Female,47,40.47,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
33,Female,36,96.67,Month-to-Month,Fiber Optic,No,Credit Card,Yes
46,Male,30,90.14,One Year,Fiber Optic,No,Credit Card,Yes
46,Female,66,24.11,One Year,Fiber Optic,No,Credit Card,No
25,Female,37,90.18,Month-to-Month,No,No,Mailed Check,Yes
34,Male,42,71.81,One Year,Fiber Optic,Yes,Mailed Check,No
30,Male,13,24.24,One Year,No,No,Electronic Check,No
22,Female,32,35.43,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
60,Male,11,81.47,One Year,Fiber Optic,No,Electronic Check,Yes
50,Male,51,41.46,One Year,No,Yes,Bank Transfer,No
58,Male,18,63.66,Month-to-Month,No,No,Electronic Check,Yes
41,Female,36,88.48,One Year,DSL,Yes,Bank Transfer,Yes
23,Male,4,84.73,Month-to-Month,Fiber Optic,No,Credit Card,Yes
38,Female,58,26.61,One Year,DSL,Yes,Mailed Check,No
59,Female,37,56.75,Month-to-Month,DSL,Yes,Electronic Check,No
27,Female,59,25.71,One Year,No,No,Mailed Check,No
45,Male,32,106.57,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
25,Male,33,38.87,Month-to-Month,Fiber Optic,No,Credit Card,No
52,Female,68,115.06,Month-to-Month,Fiber Optic,No,Credit Card,Yes
61,Female,3,14.91,One Year,No,Yes,Bank Transfer,No
46,Male,26,61.13,One Year,DSL,No,Bank Transfer,No
50,Female,19,31.4,One Year,Fiber Optic,Yes,Mailed Check,No
40,Male,1,35.75,One Year,DSL,No,Mailed Check,Yes
61,Female,44,63.8,Two Year,Fiber Optic,Yes,Bank Transfer,No
42,Male,5,52.21,One Year,Fiber Optic,No,Mailed Check,No
62,Male,2,42.99,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
32,Female,23,56.03,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
31,Male,52,65.3,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
54,Male,56,64.96,Month-to-Month,Fiber Optic,No,Credit Card,Yes
58,Male,35,14.65,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
27,Male,48,55.17,One Year,DSL,Yes,Credit Card,No
47,Female,8,14.8,Two Year,Fiber Optic,No,Credit Card,No
52,Male,71,44.81,One Year,No,Yes,Electronic Check,No
61,Female,27,52.51,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
44,Female,19,116.11,Month-to-Month,DSL,No,Credit Card,Yes
19,Male,32,97.2,One Year,DSL,No,Electronic Check,No
34,Female,63,106.74,Month-to-Month,DSL,No,Mailed Check,No
69,Female,31,86.25,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
37,Female,28,92.86,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
64,Male,26,16.17,One Year,Fiber Optic,No,Credit Card,Yes
31,Female,42,71.61,Month-to-Month,DSL,Yes,Bank Transfer,No
41,Male,62,55.69,Two Year,DSL,No,Bank Transfer,No
22,Female,52,67.86,One Year,Fiber Optic,Yes,Electronic Check,No
74,Male,61,103.54,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
39,Male,60,10.55,Month-to-Month,Fiber Optic,No,Credit Card,Yes
55,Female,36,59.05,Two Year,Fiber Optic,No,Bank Transfer,No
23,Female,48,33.29,Month-to-Month,DSL,No,Mailed Check,Yes
50,Female,35,97.1,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
68,Male,19,47.67,Month-to-Month,No,No,Electronic Check,No
32,Female,55,115.84,One Year,DSL,No,Electronic Check,No
39,Female,67,97.39,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
61,Female,63,104.63,Two Year,DSL,No,Mailed Check,No
70,Female,48,83.18,Month-to-Month,Fiber Optic,No,Credit Card,Yes
72,Female,32,105.48,One Year,DSL,No,Electronic Check,No
59,Female,43,58.85,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
21,Male,56,27.97,Month-to-Month,No,Yes,Electronic Check,Yes
65,Female,67,62.59,Month-to-Month,DSL,No,Bank Transfer,Yes
60,Male,56,75.86,One Year,Fiber Optic,Yes,Bank Transfer,No
39,Female,23,14.09,Month-to-Month,Fiber Optic,No,Credit Card,Yes
62,Female,51,95.69,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
59,Male,2,75.15,Two Year,DSL,No,Mailed Check,No
28,Female,10,49.36,Month-to-Month,Fiber Optic,No,Electronic Check,No
36,Male,46,94.07,Month-to-Month,DSL,Yes,Credit Card,Yes
37,Male,48,68.07,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
27,Male,27,64.22,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
41,Male,61,85.62,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
65,Male,71,13.22,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
40,Male,65,58.44,Two Year,DSL,No,Electronic Check,No
70,Female,22,74.11,One Year,No,No,Credit Card,No
22,Female,66,75.91,Two Year,DSL,No,Bank Transfer,No
57,Female,22,75.37,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
41,Female,21,83.87,Month-to-Month,DSL,Yes,Mailed Check,Yes
45,Male,55,54.32,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
29,Female,11,43.76,Month-to-Month,No,No,Credit Card,No
64,Male,47,96.05,Month-to-Month,DSL,Yes,Mailed Check,Yes
52,Male,38,21.63,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
70,Female,36,33.09,Two Year,Fiber Optic,No,Bank Transfer,No
60,Male,71,16.87,Two Year,Fiber Optic,Yes,Credit Card,No
53,Female,52,50.43,Two Year,Fiber Optic,Yes,Bank Transfer,No
46,Female,58,110.5,Month-to-Month,DSL,No,Bank Transfer,Yes
25,Female,10,118.81,Month-to-Month,DSL,No,Bank Transfer,Yes
50,Male,7,13.91,Month-to-Month,DSL,No,Electronic Check,No
49,Male,59,92.75,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
47,Female,65,64.32,Month-to-Month,DSL,No,Credit Card,Yes
28,Female,59,111.26,Two Year,DSL,Yes,Electronic Check,No
56,Male,26,78.66,Month-to-Month,No,No,Bank Transfer,Yes
35,Female,68,45.8,Month-to-Month,DSL,No,Bank Transfer,No
72,Male,31,18.9,One Year,Fiber Optic,No,Credit Card,No
32,Male,37,25.03,One Year,DSL,Yes,Electronic Check,No
50,Male,67,97.51,One Year,Fiber Optic,Yes,Credit Card,No
48,Female,10,19.38,One Year,DSL,No,Mailed Check,No
20,Male,32,67.61,One Year,DSL,No,Credit Card,No
52,Male,17,37.11,Month-to-Month,DSL,No,Electronic Check,Yes
53,Male,29,56.52,Month-to-Month,DSL,Yes,Mailed Check,No
22,Male,60,115.68,One Year,Fiber Optic,Yes,Mailed Check,Yes
74,Male,68,97.73,Two Year,Fiber Optic,Yes,Mailed Check,No
44,Female,28,91.57,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
54,Male,71,95.48,One Year,Fiber Optic,No,Electronic Check,Yes
19,Female,60,40.38,Month-to-Month,DSL,No,Credit Card,Yes
21,Female,12,111.35,Month-to-Month,DSL,Yes,Bank Transfer,No
22,Female,43,99.92,One Year,Fiber Optic,No,Electronic Check,Yes
58,Female,24,34.08,One Year,DSL,No,Electronic Check,No
62,Male,60,100.07,Two Year,Fiber Optic,No,Electronic Check,No
63,Male,52,56.39,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
66,Male,57,78.68,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
74,Male,31,39.65,One Year,DSL,No,Credit Card,No
49,Female,2,86.18,Month-to-Month,DSL,No,Bank Transfer,Yes
64,Male,58,91.51,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
69,Female,30,71.37,Month-to-Month,DSL,Yes,Mailed Check,Yes
21,Female,39,72.26,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
46,Female,67,56.89,Month-to-Month,DSL,No,Electronic Check,Yes
23,Female,64,56.8,Month-to-Month,DSL,No,Bank Transfer,Yes
33,Female,38,58.98,One Year,Fiber Optic,No,Electronic Check,No
35,Male,66,116.2,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
59,Female,16,25.76,Two Year,DSL,No,Mailed Check,No
22,Male,57,76.09,Month-to-Month,No,Yes,Credit Card,No
48,Male,54,67.35,Month-to-Month,DSL,Yes,Bank Transfer,No
66,Female,13,103.19,Month-to-Month,DSL,No,Credit Card,No
32,Female,29,49.89,Two Year,Fiber Optic,Yes,Bank Transfer,No
56,Female,68,105.75,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
73,Male,53,21.43,Month-to-Month,DSL,Yes,Electronic Check,Yes
46,Male,44,49.77,Month-to-Month,DSL,No,Bank Transfer,No
62,Female,64,63.22,Month-to-Month,Fiber Optic,No,Mailed Check,No
39,Female,10,107.03,Month-to-Month,Fiber Optic,No,Credit Card,Yes
60,Female,5,23.14,Month-to-Month,DSL,No,Electronic Check,No
56,Female,45,39.75,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
57,Female,4,52.32,Month-to-Month,Fiber Optic,No,Credit Card,Yes
40,Female,17,48.67,Two Year,DSL,No,Credit Card,No
72,Male,58,25.72,Month-to-Month,DSL,No,Bank Transfer,Yes
68,Male,55,106.73,One Year,Fiber Optic,Yes,Credit Card,Yes
22,Female,4,119.19,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
19,Male,62,14.39,Two Year,Fiber Optic,No,Mailed Check,Yes
53,Female,27,104.67,Month-to-Month,DSL,Yes,Bank Transfer,No
39,Female,29,16.92,Month-to-Month,No,No,Credit Card,No
63,Female,23,43.21,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
69,Male,41,91.35,Month-to-Month,No,No,Electronic Check,Yes
47,Female,49,42.16,Month-to-Month,DSL,No,Electronic Check,No
29,Female,29,99.17,One Year,Fiber Optic,No,Credit Card,Yes
41,Female,63,61.58,Month-to-Month,Fiber Optic,Yes,Credit Card,No
59,Male,29,20.24,One Year,DSL,Yes,Electronic Check,No
72,Male,8,32.94,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
47,Female,49,102.09,One Year,Fiber Optic,No,Mailed Check,No
63,Male,17,17.84,Month-to-Month,DSL,No,Bank Transfer,Yes
27,Female,47,55.04,One Year,DSL,No,Bank Transfer,Yes
56,Female,21,51.62,One Year,DSL,No,Bank Transfer,No
36,Female,7,119.26,Month-to-Month,Fiber Optic,No,Credit Card,Yes
62,Female,8,80.53,One Year,DSL,No,Mailed Check,No
51,Male,3,87.57,Month-to-Month,DSL,Yes,Mailed Check,Yes
52,Female,27,11.48,Month-to-Month,DSL,Yes,Bank Transfer,No
58,Female,67,95.77,Month-to-Month,DSL,No,Bank Transfer,Yes
56,Female,53,56.34,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
24,Male,69,43.02,Month-to-Month,DSL,No,Mailed Check,No
56,Female,60,101.27,Two Year,No,No,Credit Card,No
61,Male,26,106.4,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
49,Female,70,106.84,Two Year,Fiber Optic,No,Bank Transfer,No
64,Male,1,54.73,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
48,Male,58,104.67,One Year,Fiber Optic,No,Electronic Check,No
25,Male,12,39.71,One Year,Fiber Optic,No,Mailed Check,No
25,Male,43,27.78,Month-to-Month,DSL,No,Credit Card,Yes
44,Female,58,15.32,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
48,Female,52,73.55,One Year,Fiber Optic,No,Mailed Check,No
65,Female,35,74.42,Two Year,DSL,No,Credit Card,Yes
74,Female,48,82.67,Two Year,No,No,Mailed Check,No
52,Male,43,61.74,One Year,DSL,No,Credit Card,No
63,Male,51,104.77,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
69,Female,59,48.93,Two Year,DSL,Yes,Credit Card,No
61,Male,13,110.75,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
34,Female,26,60.74,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
64,Male,59,115.2,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
43,Male,9,18.77,Month-to-Month,DSL,Yes,Mailed Check,Yes
34,Male,63,45.91,Two Year,DSL,No,Electronic Check,Yes
47,Male,34,44.24,One Year,Fiber Optic,No,Credit Card,Yes
62,Female,40,99.29,Month-to-Month,DSL,No,Bank Transfer,No
32,Female,18,111.69,Month-to-Month,DSL,No,Electronic Check,Yes
38,Female,38,103.79,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
61,Female,22,54.2,One Year,DSL,Yes,Mailed Check,No
26,Female,71,80.19,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
62,Male,55,99.56,Two Year,DSL,No,Credit Card,Yes
37,Female,42,19.23,One Year,Fiber Optic,Yes,Mailed Check,No
54,Male,13,69.82,Month-to-Month,DSL,No,Mailed Check,Yes
45,Male,30,48.96,Month-to-Month,Fiber Optic,No,Credit Card,Yes
59,Male,66,73.69,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
60,Female,23,13.06,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
41,Female,40,24.43,One Year,DSL,Yes,Electronic Check,No
54,Male,45,113.72,One Year,DSL,Yes,Bank Transfer,No
40,Male,55,82.39,Month-to-Month,DSL,No,Mailed Check,No
54,Male,59,15.15,Two Year,No,No,Bank Transfer,No
20,Female,65,16.28,Month-to-Month,DSL,Yes,Credit Card,No
44,Female,10,63.14,Month-to-Month,DSL,Yes,Bank Transfer,No
53,Male,32,37.8,Month-to-Month,No,No,Electronic Check,Yes
70,Female,62,95.62,One Year,DSL,No,Bank Transfer,No
49,Male,32,104.97,Month-to-Month,DSL,No,Electronic Check,Yes
56,Female,25,83.25,Month-to-Month,DSL,Yes,Bank Transfer,Yes
50,Male,65,48.59,Month-to-Month,No,No,Credit Card,No
51,Female,61,85.01,Month-to-Month,DSL,No,Electronic Check,No
45,Female,66,40.55,One Year,DSL,No,Credit Card,No
42,Male,41,116.55,One Year,DSL,No,Bank Transfer,Yes
65,Male,44,82.86,One Year,DSL,Yes,Bank Transfer,No
19,Male,2,83.26,One Year,Fiber Optic,Yes,Credit Card,No
68,Female,59,103.16,One Year,DSL,No,Electronic Check,No
26,Male,26,64.14,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
68,Female,12,66.65,One Year,DSL,No,Mailed Check,Yes
31,Female,3,20.99,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
20,Female,9,113.53,One Year,No,No,Electronic Check,Yes
73,Female,19,92.24,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
23,Female,66,65.25,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
59,Female,68,92.32,One Year,DSL,No,Bank Transfer,No
24,Female,24,25.89,Month-to-Month,DSL,Yes,Electronic Check,No
25,Male,64,34.25,Two Year,DSL,No,Credit Card,No
45,Male,4,38.72,Two Year,Fiber Optic,Yes,Bank Transfer,No
24,Female,71,96.71,Month-to-Month,No,No,Bank Transfer,Yes
50,Male,45,71.63,One Year,DSL,No,Mailed Check,No
58,Female,41,28.86,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
25,Female,5,59.77,Month-to-Month,DSL,No,Electronic Check,Yes
41,Male,55,16.32,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
58,Male,39,12.88,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
55,Male,18,66.77,One Year,DSL,No,Electronic Check,No
46,Male,70,70.11,Month-to-Month,No,No,Credit Card,Yes
43,Male,43,22.6,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
21,Female,22,49.34,One Year,Fiber Optic,Yes,Credit Card,No
36,Male,7,13.41,Month-to-Month,No,No,Bank Transfer,Yes
30,Male,17,29.24,One Year,DSL,Yes,Mailed Check,No
49,Female,23,43.3,Month-to-Month,No,No,Mailed Check,Yes
62,Male,66,42.22,One Year,DSL,No,Mailed Check,No
31,Male,6,61.61,Month-to-Month,DSL,No,Credit Card,No
45,Female,10,52.62,Month-to-Month,DSL,Yes,Bank Transfer,No
20,Female,20,28.95,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
64,Male,48,101.59,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
72,Female,51,111.33,Month-to-Month,DSL,No,Mailed Check,Yes
41,Female,29,26.58,One Year,No,No,Credit Card,No
37,Female,42,96.82,Two Year,DSL,No,Mailed Check,No
38,Female,63,74.95,Two Year,DSL,Yes,Mailed Check,No
30,Male,15,32.26,One Year,DSL,No,Mailed Check,No
40,Female,66,51.1,Month-to-Month,No,No,Electronic Check,Yes
31,Male,19,101.01,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
61,Female,15,104.77,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
55,Male,18,114.59,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
45,Male,40,61.0,Month-to-Month,DSL,No,Electronic Check,Yes
45,Male,44,41.22,One Year,DSL,No,Bank Transfer,No
43,Male,9,78.5,One Year,DSL,No,Credit Card,No
21,Female,26,118.16,Month-to-Month,Fiber Optic,No,Credit Card,Yes
73,Female,56,40.13,One Year,Fiber Optic,No,Credit Card,No
25,Female,9,30.59,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
57,Female,71,61.3,Two Year,Fiber Optic,Yes,Electronic Check,No
41,Male,63,69.13,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
50,Female,2,39.12,Month-to-Month,No,No,Credit Card,Yes
68,Female,8,110.02,Month-to-Month,DSL,Yes,Mailed Check,Yes
59,Female,14,112.91,Month-to-Month,DSL,No,Electronic Check,Yes
69,Female,68,45.71,Two Year,Fiber Optic,No,Mailed Check,No
71,Male,37,107.61,One Year,DSL,No,Credit Card,No
34,Male,34,66.81,Month-to-Month,DSL,No,Electronic Check,No
74,Male,1,112.74,Month-to-Month,Fiber Optic,No,Credit Card,Yes
42,Female,25,27.48,One Year,Fiber Optic,Yes,Electronic Check,Yes
69,Female,46,119.51,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
23,Male,68,59.49,Month-to-Month,DSL,Yes,Bank Transfer,No
49,Male,7,69.64,One Year,Fiber Optic,No,Mailed Check,No
74,Male,3,67.07,One Year,Fiber Optic,Yes,Electronic Check,Yes
22,Male,20,12.74,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
36,Male,67,98.57,Two Year,Fiber Optic,No,Bank Transfer,Yes
49,Female,18,74.03,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
64,Female,5,55.31,One Year,Fiber Optic,No,Bank Transfer,No
40,Male,5,48.18,Month-to-Month,No,Yes,Electronic Check,No
47,Male,48,11.93,Month-to-Month,DSL,No,Electronic Check,Yes
46,Female,1,29.02,Month-to-Month,DSL,No,Mailed Check,Yes
72,Female,59,30.79,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
32,Male,41,100.97,Month-to-Month,No,No,Credit Card,No
61,Female,38,32.14,Month-to-Month,DSL,No,Mailed Check,No
33,Female,30,105.69,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
69,Male,34,86.9,Two Year,DSL,Yes,Electronic Check,No
46,Female,67,51.68,Two Year,DSL,No,Bank Transfer,No
55,Female,57,58.8,Two Year,DSL,Yes,Credit Card,No
51,Male,56,72.6,Month-to-Month,Fiber Optic,Yes,Credit Card,No
30,Female,39,60.9,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
21,Female,47,20.53,One Year,DSL,Yes,Electronic Check,No
40,Female,31,110.5,Month-to-Month,DSL,No,Mailed Check,No
57,Female,26,97.94,One Year,DSL,No,Credit Card,No
31,Male,46,107.81,Month-to-Month,DSL,No,Mailed Check,Yes
39,Female,58,113.84,Month-to-Month,DSL,Yes,Electronic Check,Yes
31,Female,67,44.06,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
25,Male,18,92.94,Month-to-Month,Fiber Optic,No,Credit Card,Yes
63,Female,8,49.03,One Year,Fiber Optic,Yes,Bank Transfer,No
40,Female,28,106.82,One Year,Fiber Optic,Yes,Bank Transfer,No
24,Female,44,23.56,Month-to-Month,DSL,No,Mailed Check,Yes
31,Male,39,97.45,One Year,DSL,No,Mailed Check,Yes
18,Female,4,83.47,Month-to-Month,DSL,Yes,Electronic Check,Yes
39,Male,16,33.51,Month-to-Month,Fiber Optic,No,Credit Card,Yes
72,Female,55,53.1,Month-to-Month,Fiber Optic,No,Credit Card,Yes
55,Male,5,16.07,One Year,Fiber Optic,No,Credit Card,No
46,Male,17,109.74,Month-to-Month,Fiber Optic,No,Credit Card,Yes
19,Female,5,104.18,One Year,DSL,No,Mailed Check,No
33,Female,4,100.46,Month-to-Month,No,No,Mailed Check,Yes
64,Male,59,18.96,Two Year,Fiber Optic,No,Bank Transfer,No
32,Female,46,83.9,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
46,Male,40,64.98,Two Year,Fiber Optic,No,Bank Transfer,No
28,Male,24,18.21,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
35,Male,40,54.95,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
68,Male,45,56.96,Month-to-Month,DSL,No,Mailed Check,Yes
24,Male,57,26.09,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
55,Male,32,37.31,One Year,DSL,No,Bank Transfer,No
35,Male,16,49.75,Month-to-Month,DSL,No,Mailed Check,Yes
59,Male,7,20.85,Month-to-Month,DSL,Yes,Credit Card,No
67,Male,17,38.23,Month-to-Month,DSL,No,Credit Card,Yes
50,Female,48,70.85,One Year,DSL,No,Electronic Check,No
52,Male,21,16.21,One Year,Fiber Optic,No,Mailed Check,Yes
37,Female,24,19.73,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
31,Male,60,90.92,Month-to-Month,DSL,Yes,Mailed Check,No
23,Male,22,10.24,One Year,DSL,No,Electronic Check,No
39,Male,46,49.92,Month-to-Month,DSL,Yes,Electronic Check,No
43,Female,58,114.66,Two Year,No,No,Credit Card,No
63,Male,39,67.96,Two Year,Fiber Optic,Yes,Electronic Check,No
24,Male,13,97.74,One Year,DSL,No,Bank Transfer,No
70,Male,25,71.77,One Year,Fiber Optic,No,Mailed Check,Yes
38,Male,24,42.3,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
30,Female,18,11.09,Month-to-Month,DSL,No,Credit Card,No
67,Female,50,113.83,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
58,Male,6,97.49,Month-to-Month,DSL,No,Electronic Check,No
28,Female,9,117.6,One Year,DSL,Yes,Credit Card,No
37,Female,11,43.36,One Year,DSL,Yes,Credit Card,No
72,Male,28,90.49,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
26,Male,8,21.14,Month-to-Month,Fiber Optic,No,Credit Card,Yes
25,Female,2,50.0,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
69,Male,46,28.35,Month-to-Month,DSL,Yes,Mailed Check,No
74,Male,35,104.17,Month-to-Month,Fiber Optic,Yes,Credit Card,No
33,Female,13,39.24,Month-to-Month,DSL,No,Mailed Check,No
29,Male,24,66.76,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
31,Male,50,77.33,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
67,Male,9,102.62,Month-to-Month,DSL,Yes,Electronic Check,No
39,Female,25,62.96,Month-to-Month,DSL,Yes,Bank Transfer,No
23,Female,24,24.0,One Year,Fiber Optic,No,Credit Card,No
49,Male,12,100.56,Two Year,Fiber Optic,No,Electronic Check,Yes
20,Male,18,92.46,One Year,Fiber Optic,No,Credit Card,Yes
64,Male,53,93.16,Month-to-Month,DSL,No,Mailed Check,Yes
47,Female,11,101.65,Two Year,Fiber Optic,No,Credit Card,Yes
54,Female,69,15.77,One Year,Fiber Optic,No,Bank Transfer,No
71,Female,14,96.54,Month-to-Month,DSL,No,Bank Transfer,Yes
73,Male,70,63.17,Month-to-Month,No,No,Credit Card,Yes
49,Female,43,33.36,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
53,Male,50,89.6,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
30,Male,33,86.85,Month-to-Month,DSL,No,Electronic Check,Yes
69,Male,31,23.86,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
